Genotype	Year	Provenance	Deme	Genetics	Population	Latitude	Longitude	Elevation	Height	Volume	Growth.rate	H.D	Amax	Amax.mass	LMAsummer	deltaleaf	delta15N	gs	C.N	Narea	Nmass	NUE	WUE	Growth.period	Budset	Canopy.duration	Leaf.drop	Post.budset.period	fitness
SKNN10_4	2010	SKNN	North	0.28143042	10	54.58	128.42	61	176.8	405.3	0.5	76.2	24.36	0.3008	NA	20.09	2.612	0.4628	22.92	0.00177	0.02186	13.76	4.061	120.4	176.3	237.8	293.6	117.4	61.8
SKNN10_5	2010	SKNN	North	0.281558531	10	54.28	129.37	30	277.8	517.2	0.83	115	22.16	0.2331	0.11307	19.32	0.956	0.3832	23.49	0.002019	0.02123	10.98	4.387	144.8	209.3	254.8	319.3	110	122.8
SKNO10_2	2010	SKNO	North	0.283791958	10	54.22	129.53	21	265	501.9	0.72	102.3	21.76	0.2439	0.12033	18.8	-0.047	0.3472	19.16	0.002265	0.0254	9.6	4.547	132.3	196.8	245.8	310.3	113.5	94
SKNO10_3	2010	SKNO	North	0.29502035	10	54.22	129.53	21	237.5	309.3	0.79	118	28.11	0.3152	0.09033	20.26	0.098	0.4316	16.04	0.002585	0.02899	10.87	4.992	118.3	189.5	225	296.3	106.8	102.2
SKNO10_4	2010	SKNO	North	0.28197972	10	54.22	129.53	21	181.3	269.4	0.46	82	NA	NA	0.08709	20.45	NA	NA	NA	NA	NA	NA	NA	128.3	195	247	313.8	118.8	63.5
SKNP10_11	2010	SKNP	North	0.281589441	10	54.55	128.47	61	259.5	491.1	0.74	97.7	NA	NA	NA	19.38	NA	NA	NA	NA	NA	NA	NA	140.5	193.3	257.5	310.3	117	104
SKNP10_3	2010	SKNP	North	0.276367552	10	54.55	128.47	61	245.8	312.4	0.68	115.4	NA	NA	0.09115	19.87	NA	NA	NA	NA	NA	NA	NA	131.3	196.8	236	301.5	104.8	99
SKNP10_4	2010	SKNP	North	0.291082657	10	54.55	128.47	61	330.5	1155.5	1.02	101.5	NA	NA	0.08471	18.72	NA	NA	NA	NA	NA	NA	NA	166.3	223.3	248	305	81.8	170.5
SKNP10_8	2010	SKNP	North	0.303645944	10	NA	NA	NA	397	4634.6	1.04	64.8	NA	NA	0.0832	20.75	NA	NA	NA	NA	NA	NA	NA	149.3	232	240.3	323	91	159.2
SKNP10_9	2010	SKNP	North	0.271330909	10	54.55	128.47	61	266	430.4	0.55	116.1	13.81	0.2642	0.08783	20.19	1.964	0.3617	20.54	0.001239	0.0237	11.15	2.811	144.8	202	248.8	306	104	85.2
SKNQ10_3	2010	SKNQ	North	0.284433636	10	54.58	128.42	61	311	842.5	0.87	104.4	NA	NA	0.0941	19.58	NA	NA	NA	NA	NA	NA	NA	148.3	216.3	237	305	88.8	129.2
SKNR10_1	2010	SKNR	North	0.280634545	10	54.68	128.35	244	138	121	0.27	84.3	NA	NA	NA	20.66	NA	NA	NA	NA	NA	NA	NA	106.5	166.5	241.5	301.5	135	33.5
ZYMJ10_1	2010	ZYMJ	North	0.293757552	10	54.47	127.93	305	184.5	243	0.6	90.3	11.61	0.1844	NA	20.09	2.832	0.3117	27	0.00112	0.01779	10.37	2.737	100.5	186	216	301.5	115.5	64.2
ZYMJ10_5	2010	ZYMJ	North	0.286513007	10	54.47	127.93	305	198.8	226.5	0.59	98.6	19.9	0.3371	NA	21.92	2.699	0.3836	21.07	0.001304	0.02209	15.26	3.827	102.5	180.8	223.5	301.8	121	76
BULA11_4	2010	BULA	North	0.288402867	11	55.25	127.5	311	237.6	323.6	0.55	114	NA	NA	NA	20.6	NA	NA	NA	NA	NA	NA	NA	94.1	161.9	212.9	280.6	118.8	52.7
BULB11_1	2010	BULB	North	0.28657958	11	55.12	127.35	427	161	147.8	0.57	95.2	NA	NA	NA	21.52	NA	NA	NA	NA	NA	NA	NA	100.3	192.6	192	284.3	91.7	60.1
BULF11_2	2010	BULF	North	0.282107692	11	54.55	126.83	561	160.6	158	0.42	101	22.78	0.2708	NA	21.15	1.994	0.4511	20.34	0.001999	0.02377	11.39	3.858	77.8	169.1	202.6	294	124.9	35.7
BULF11_3	2010	BULF	North	0.287154825	11	54.55	126.83	561	135.3	64.7	0.38	110.8	25.21	0.3285	NA	19.98	2.065	0.5935	17.55	0.002177	0.02694	12.3	3.449	104.3	181.6	206.9	284.3	102.6	43
BULF11_4	2010	BULF	North	0.287904615	11	54.55	126.83	561	156	101.2	0.63	101.3	NA	NA	NA	22.87	NA	NA	NA	NA	NA	NA	NA	80.6	171.3	196.3	287	115.7	51.6
BULF11_5	2010	BULF	North	0.277163497	11	54.55	126.83	561	216	259.2	0.57	104.8	NA	NA	NA	19.8	NA	NA	NA	NA	NA	NA	NA	114.8	187.8	228.5	301.5	113.8	69
BULG11_2	2010	BULG	North	0.284773077	11	54.45	126.8	579	211.5	305.1	0.94	94.8	NA	NA	NA	19.74	NA	NA	NA	NA	NA	NA	NA	100.5	178.8	209.5	287.8	109	92.7
BULG11_4	2010	BULG	North	0.29612965	11	54.45	126.8	579	154.3	114.5	0.15	93.5	NA	NA	NA	21.22	NA	NA	NA	NA	NA	NA	NA	73.5	157.5	191.3	275.3	117.8	11
BULG11_5	2010	BULG	North	0.289624965	11	54.45	126.8	579	132.5	57.1	0.36	104.6	20.63	0.2772	NA	20.56	3.833	0.3752	22.27	0.001646	0.02212	12.53	4.023	84.5	161	204	280.5	119.5	31
TLKH11_1	2010	TLKH	North	0.290225594	11	54.67	127.12	567	170.3	136.3	0.4	99	NA	NA	NA	21.66	NA	NA	NA	NA	NA	NA	NA	98.5	164.8	216.3	282.5	117.8	39.5
TLKH11_5	2010	TLKH	North	0.279915524	11	NA	NA	NA	508.8	6675.7	1.2	79.7	15.62	0.1729	0.08393	18.64	1.68	0.2323	24.24	0.001793	0.01985	8.71	4.676	176.3	258.3	241	323	64.8	212.8
HIRD12_2	2010	HIRD	North	0.279745804	12	54.07	128.45	335	184.5	222.8	0.66	91.6	NA	NA	NA	21.96	NA	NA	NA	NA	NA	NA	NA	95.5	187.8	204.3	296.5	108.8	66
KTMA12_1	2010	KTMA	North	0.291467343	12	NA	NA	NA	348.5	2247.5	0.98	79.3	13.78	0.2011	0.08057	19.96	1.348	0.2179	26.35	0.001292	0.01884	10.69	4.689	156.3	237.3	242	323	85.8	157
KTMA12_3	2010	KTMA	North	0.27991028	12	54.25	128.52	122	189	339.1	0.77	85.5	18.9	0.1975	NA	22.21	3.782	0.3905	18.31	0.002486	0.02596	7.61	3.64	93.3	180.5	214.3	301.5	121	76.5
KTMA12_4	2010	KTMA	North	0.293716084	12	NA	NA	NA	438.3	5126.8	1.11	86.2	NA	NA	0.07361	20.63	NA	NA	NA	NA	NA	NA	NA	165	240.8	247.3	323	82.3	189.3
KTMA12_5	2010	KTMA	North	0.287381049	12	54.25	128.52	122	114	71.1	0.77	80.9	13.58	0.194	NA	21.11	1.518	0.316	22.67	0.001521	0.02173	8.93	3.099	97.7	192.7	206.5	301.5	112.3	57.5
KTMB12_5	2010	KTMB	North	0.294697413	12	54.15	128.58	61	136.3	56	0.49	111.6	NA	NA	NA	19.35	NA	NA	NA	NA	NA	NA	NA	86.3	161	209.7	284.3	123.3	43.3
KTMC12_1	2010	KTMC	North	0.287113706	12	54.05	128.68	18	462.5	6280.1	1.09	78.1	21.14	0.2357	0.12131	19.88	2.333	0.3266	25.35	0.001693	0.01888	12.48	4.708	157	231.5	243	317.5	86	200
KTMC12_2	2010	KTMC	North	0.278175315	12	54.05	128.68	18	238.5	622.2	0.67	85.5	NA	NA	0.08828	20.52	NA	NA	NA	NA	NA	NA	NA	121	202	234.5	315.5	113.5	86.2
KTMC12_3	2010	KTMC	North	0.299580559	12	NA	NA	NA	417	2704.2	0.93	84.5	20.93	0.1949	0.08238	20.48	-0.052	0.3031	29.17	0.001742	0.01623	12.01	4.966	177.5	254.8	245.8	323	68.3	171
KTMC12_5	2010	KTMC	North	0.289521818	12	54.05	128.68	18	204	306.4	0.61	95.2	NA	NA	0.09484	21.32	NA	NA	NA	NA	NA	NA	NA	116.8	203.8	223.3	310.3	106.5	75.5
WFSH13_6	2010	WFSH	North	0.287144615	13	54.6	124.77	686	158.8	115.9	0.45	100.2	30.49	0.3201	NA	21.12	2.045	NA	17.68	0.00265	0.02783	11.5	3.263	96.8	177	205.5	285.8	108.8	50.3
CHIL14_2	2010	CHIL	North	0.311465944	14	NA	NA	NA	557.5	7354.4	1.36	79	NA	NA	0.08388	21.45	NA	NA	NA	NA	NA	NA	NA	183.3	253	253.3	323	70	246.5
STEL14_1	2010	STEL	North	0.297834336	14	54.03	124.92	701	210.5	278.6	0.59	96.6	NA	NA	NA	20.56	NA	NA	NA	NA	NA	NA	NA	90.3	159.3	224	293	133.8	53.2
MCGR15_4	2010	MCGR	North	0.298480979	15	54.18	122	579	210.8	377.5	0.42	92.7	NA	NA	NA	21.09	NA	NA	NA	NA	NA	NA	NA	112.8	170	244.3	301.5	131.5	56.8
MCGR15_6	2010	MCGR	North	0.29324958	15	54.18	122	579	209.8	597.5	1.08	72.6	NA	NA	NA	18.99	NA	NA	NA	NA	NA	NA	NA	102.3	188	222.8	308.5	120.5	110
MCGR15_7	2010	MCGR	North	0.30684993	15	54.18	122	579	218.7	364.6	0.78	103.1	14.61	0.1687	NA	19.31	2.485	0.2774	22.84	0.001821	0.02133	7.91	3.815	124.7	194.3	242.3	312	117.7	99
MCGR15_8	2010	MCGR	North	0.288628392	15	54.18	122	579	288	802.6	0.92	96.7	NA	NA	NA	20.27	NA	NA	NA	NA	NA	NA	NA	131.3	193.3	256.3	318.3	125	125.5
SHEL15_1	2010	SHEL	North	0.296022238	15	54.03	122.6	564	419.3	1765.2	1.27	107.6	18.19	0.2066	0.08373	18.71	1.191	0.3168	19.31	0.002255	0.02562	8.06	4.126	160.5	225	251	315.5	90.5	205.8
SHEL15_2	2010	SHEL	North	0.296443287	15	54.03	122.6	564	372.5	2106.6	0.79	83.6	23.85	0.2509	0.0909	19.85	1.878	0.4219	18.11	0.002379	0.02502	10.03	4.253	151.5	214.5	250.8	313.8	99.3	120.5
SHEL15_3	2010	SHEL	North	0.296037552	15	54.03	122.6	564	267	705.7	0.67	93.5	NA	NA	NA	19.49	NA	NA	NA	NA	NA	NA	NA	111.5	168	239.8	296.3	128.3	75
SHEL15_4	2010	SHEL	North	0.293265035	15	54.03	122.6	564	329.5	953.2	0.97	99.8	NA	NA	0.10221	18.7	NA	NA	NA	NA	NA	NA	NA	171.3	219.8	265.3	313.8	94	166
SHEL15_5	2010	SHEL	North	0.300344965	15	NA	NA	NA	489.3	4091.4	1.21	90.5	NA	NA	0.08766	19.41	NA	NA	NA	NA	NA	NA	NA	178.3	254.8	246.5	323	68.3	220.3
SHEL15_6	2010	SHEL	North	0.297393427	15	54.03	122.6	564	433.8	1924.2	1.43	107.1	26.4	0.3085	0.09807	18.13	0.516	0.4323	16.41	0.002521	0.02946	10.47	4.561	168.3	237.3	246.5	315.5	78.3	239.8
WLOW15_1	2010	WLOW	North	0.309746224	15	53.92	122.28	640	272	373.9	0.87	126.7	25.6	0.3525	0.08127	20.7	1.301	0.4554	17.12	0.00203	0.02796	12.61	4.352	128.5	209.3	233	313.8	104.5	112.7
WLOW15_3	2010	WLOW	North	0.289223986	15	53.92	122.28	640	346	1181.3	1.04	105.6	29.15	0.2519	0.10467	20.41	0.619	0.5382	19.03	0.002988	0.02581	9.76	4.292	138.7	222.7	229.3	313.3	90.7	146.3
WLOW15_4	2010	WLOW	North	0.304996853	15	53.92	122.28	640	331	784.2	0.99	116.4	27.15	0.4452	0.09361	18.54	1.086	0.5343	14.27	0.002036	0.03338	13.34	4.04	126.8	205.5	221	299.8	94.3	131.7
WLOW15_5	2010	WLOW	North	0.301454196	15	53.92	122.28	640	322.3	1060.1	1.02	103.2	21.48	0.2506	0.09529	19.83	0.526	0.3086	19.44	0.002025	0.02362	10.61	5.045	144.5	214.3	250.5	320.3	106	152.5
HIXN16_1	2010	HIXN	North	0.306819161	16	53.4	122.63	578	335.5	871.4	1.12	109.1	NA	NA	0.08852	18.92	NA	NA	NA	NA	NA	NA	NA	161.5	214.5	261.8	314.8	100.3	181.5
HIXN16_5	2010	HIXN	North	0.307820839	16	53.4	122.63	578	393.8	2483.2	1.25	86.5	NA	NA	0.09828	19.74	NA	NA	NA	NA	NA	NA	NA	159.8	221.5	260.3	322	100.5	199.3
KIMB16_1	2010	KIMB	North	0.29154972	16	52.93	121.17	823	258.5	891.3	0.71	97.6	25.56	0.329	0.0832	18.58	-0.184	0.3682	18.69	0.00203	0.02612	12.59	5.128	150.8	214.5	248.3	312	97.5	107.5
KIMB16_2	2010	KIMB	North	0.296879441	16	NA	NA	NA	466	2925.8	1.36	98.6	17.14	0.1969	0.10311	18.81	-0.002	0.3092	29.05	0.001468	0.01686	11.68	3.942	165.3	242.5	245.8	323	80.5	228.2
KIMB16_3	2010	KIMB	North	0.292618042	16	52.93	121.17	823	296.5	1048	0.68	97.2	NA	NA	NA	18.85	NA	NA	NA	NA	NA	NA	NA	117.5	187.8	229.8	300	112.3	81
KIMB16_4	2010	KIMB	North	0.308688462	16	52.93	121.17	823	220	373.6	0.98	92.7	NA	NA	NA	20.09	NA	NA	NA	NA	NA	NA	NA	101.8	186	219	303.3	117.3	102.5
KIMB16_5	2010	KIMB	North	0.312893217	16	52.93	121.17	823	232.5	472.3	0.76	88.6	NA	NA	NA	20.85	NA	NA	NA	NA	NA	NA	NA	114.8	186	228.5	299.8	113.8	86.7
KIMB16_6	2010	KIMB	North	0.31713951	16	52.93	121.17	823	167.3	103.8	0.64	117.5	13.39	0.1486	NA	19.83	1.886	0.2429	20.04	0.002071	0.02537	9.01	3.74	102.8	166.5	227.3	291	124.5	64.5
QAUS16_1	2010	QAUS	North	0.301808601	16	52.72	122.47	442	301	1009.4	0.75	97.5	NA	NA	0.10561	18.57	NA	NA	NA	NA	NA	NA	NA	166	212.8	268.8	315.5	102.8	130
QAUS16_3	2010	QAUS	North	0.299235944	16	52.72	122.47	442	480.8	1855.9	1.36	133.5	23.2	0.2825	0.09586	19.15	1.249	0.2769	15.76	0.002515	0.03062	9.23	5.908	173.5	239	250	315.5	76.5	237.3
QAUS16_4	2010	QAUS	North	0.314233776	16	52.72	122.47	442	475.3	2459.5	1.07	111.7	27.12	0.2458	0.10224	18.23	0.555	0.3787	19.78	0.002718	0.02463	9.98	5.335	201	260	259.3	318.3	58.3	216
QAUS16_7	2010	QAUS	North	0.30071986	16	52.72	122.47	442	356.3	990.2	1.11	111.9	NA	NA	0.09213	20.64	NA	NA	NA	NA	NA	NA	NA	167	214.5	257.5	305	90.5	187
QBKR16_3	2010	QBKR	North	0.299492727	16	52.95	122.87	823	259	1028.2	0.75	87.9	NA	NA	0.08176	19.6	NA	NA	NA	NA	NA	NA	NA	156.3	212.5	245.3	301.5	89	123.5
QBKR16_4	2010	QBKR	North	0.29191979	16	52.95	122.87	823	308.3	1055	0.74	88.8	NA	NA	0.08168	20.57	NA	NA	NA	NA	NA	NA	NA	160.5	210.8	249.5	299.8	89	122.3
QBKR16_5	2010	QBKR	North	0.294347483	16	52.95	122.87	823	225.8	281.6	0.5	106.7	NA	NA	NA	19.52	NA	NA	NA	NA	NA	NA	NA	108.3	164.5	242	298.3	133.8	54.3
QCTN16_1	2010	QCTN	North	0.294774336	16	53.03	122.15	823	303.5	624.1	1.13	111.5	23.73	0.3073	NA	18.5	1.671	0.4817	19.36	0.00168	0.02176	14.13	3.771	108.3	187.5	231	310.3	122.8	126.2
QCTN16_3	2010	QCTN	North	0.288386993	16	53.03	122.15	823	424.8	2213.4	1.45	99.2	NA	NA	0.09836	19.67	NA	NA	NA	NA	NA	NA	NA	139.3	225	229	314.8	89.8	203.3
QCTN16_4	2010	QCTN	North	0.293213497	16	NA	NA	NA	511.3	5532.8	1.47	84.3	NA	NA	0.08746	19.03	NA	NA	NA	NA	NA	NA	NA	154.3	240.8	236.5	323	82.3	224.8
QFRS16_1	2010	QFRS	North	0.313796643	16	53.07	122.52	472	445.3	2194.8	1.53	108.7	24.62	0.2639	0.08504	20.6	1.678	0.3746	19.85	0.002202	0.02361	11.18	4.878	160	235.5	238.3	313.8	78.3	245
QFRS16_2	2010	QFRS	North	0.295631538	16	53.07	122.52	472	355.8	1298.7	1.09	101.7	NA	NA	0.08082	18.99	NA	NA	NA	NA	NA	NA	NA	167	222.5	258.3	313.8	91.3	182.8
QFRS16_3	2010	QFRS	North	0.304020979	16	53.07	122.52	472	415.5	2203.2	1.3	95.6	27.27	0.3058	0.09074	19.13	2.678	0.3823	18.57	0.00227	0.02546	12.01	5.218	162.8	228.5	256.3	322	93.5	211.2
QFRS16_4	2010	QFRS	North	0.301150839	16	53.07	122.52	472	416.7	2628	0.89	86	NA	NA	0.09951	18.52	NA	NA	NA	NA	NA	NA	NA	170	220.3	266.3	316.7	96.3	146.9
QFRS16_5	2010	QFRS	North	0.293377692	16	53.07	122.52	472	190.3	131.3	0.65	126.1	12.7	0.1962	0.08656	18.3	2.174	0.3338	20.85	0.001511	0.02333	8.41	2.808	148	196.5	272.5	321	124.5	96
QLKE16_1	2010	QLKE	North	0.290876783	16	52.97	122.32	488	375.5	1210.2	1.21	116	27.28	0.2993	0.07795	18.05	1.631	0.3758	17.51	0.002532	0.02778	10.77	5.308	158	230.3	247.8	320	89.8	190.7
QLKE16_2	2010	QLKE	North	0.30513021	16	52.97	122.32	488	443.3	3285.9	1.41	92.5	NA	NA	0.09209	20.21	NA	NA	NA	NA	NA	NA	NA	161.8	216.3	259.3	313.8	97.5	229.3
QLKE16_3	2010	QLKE	North	0.302655245	16	52.97	122.32	488	354.3	916.6	1.3	114.1	NA	NA	0.09434	18.22	NA	NA	NA	NA	NA	NA	NA	151.8	226.8	243.3	318.3	91.5	199.8
QLKE16_4	2010	QLKE	North	0.307286224	16	52.97	122.32	488	311	1445.7	0.75	78.8	15.97	0.1896	0.08743	18.76	1.064	0.2532	19.96	0.002129	0.02527	7.5	4.508	158.7	227.3	245.7	314.3	87	123.3
DENA17_2	2010	DENA	South	0.27575897	17	52.77	126.62	213	425.3	4525.8	1.3	72.8	NA	NA	0.10443	19.21	NA	NA	NA	NA	NA	NA	NA	158.8	225	248.5	314.8	89.8	208
DENA17_4	2010	DENA	South	0.253051803	17	52.77	126.62	213	369.3	3984.8	0.97	65.6	NA	NA	0.1082	19.26	NA	NA	NA	NA	NA	NA	NA	156.3	223.3	245	312	88.8	156.3
DENB17_1	2010	DENB	South	0.273988026	17	52.83	126.7	152	349	2623.6	0.97	80.9	14.59	0.1987	0.09697	17.88	1.051	0.2603	23.94	0.001513	0.0206	9.64	3.995	137.5	219.5	238.3	320.3	100.8	140.5
DENB17_2	2010	DENB	South	0.266286652	17	52.83	126.7	152	336.5	1231.8	1.07	91.1	NA	NA	0.08492	16.77	NA	NA	NA	NA	NA	NA	NA	162.3	225	259.3	322	97	173.2
DENB17_4	2010	DENB	South	0.253946824	17	52.83	126.7	152	231.7	313.5	0.93	102	11.71	0.1635	0.07852	17.97	2.526	0.2103	31.76	0.001101	0.01537	10.63	3.948	153.7	229.7	242	318	88.3	142
DENC17_2	2010	DENC	South	0.267802489	17	52.83	126.8	91	492.8	5047.9	1.66	87.5	16.94	0.2184	0.1052	18.05	1.697	0.241	21.58	0.001766	0.02278	9.59	4.981	161.3	230.3	254	323	92.8	267.8
DENC17_3	2010	DENC	South	0.251980558	17	52.83	126.8	91	446	5600.9	1.48	80.3	16.27	0.1932	0.09852	17.41	2.201	0.1891	20.5	0.002018	0.02409	8.03	6.01	153.6	228.5	244.8	319.6	91.1	230.4
DENC17_4	2010	DENC	South	0.270846309	17	52.83	126.8	91	317.8	1323.5	0.96	84.6	NA	NA	0.08811	16.91	NA	NA	NA	NA	NA	NA	NA	155	219.8	249	313.8	94	151.5
DENC17_5	2010	DENC	South	0.259974807	17	52.83	126.8	91	389.7	2099.7	1.31	86.1	NA	NA	0.09896	17.23	NA	NA	NA	NA	NA	NA	NA	163.3	234.3	252	323	88.7	214
DEND17_3	2010	DEND	South	0.253842747	17	52.82	126.95	27	455.3	3934.3	1.3	80.9	18.76	0.2745	0.10939	18.8	-0.088	0.3299	18.89	0.001738	0.02543	10.79	4.115	173.3	242.5	252.8	322	79.5	225.5
DEND17_5	2010	DEND	South	0.265356996	17	52.82	126.95	27	306	2056	1.17	67	NA	NA	0.10107	18.54	NA	NA	NA	NA	NA	NA	NA	141	218	237.3	315.5	101	139.7
BELA18_1	2010	BELA	South	0.248284292	18	52.42	126.17	152	422.9	2802.7	1.15	91.8	NA	NA	0.09082	18.65	NA	NA	NA	NA	NA	NA	NA	190.1	246	265.6	321.5	75.5	220.1
BELA18_2	2010	BELA	South	0.263343648	18	52.42	126.17	152	435.4	4548.3	1.16	77.7	17.41	0.2352	0.09969	17.47	1.925	0.2604	18.6	0.002011	0.02674	8.67	4.784	182.3	232	273.3	323	91	211.6
BELA18_3	2010	BELA	South	0.259685236	18	52.42	126.17	152	397.1	3248.6	1.2	91.6	NA	NA	0.10205	17.46	NA	NA	NA	NA	NA	NA	NA	183.7	232	274.7	312.9	91	200.2
BELA18_4	2010	BELA	South	0.249897682	18	52.42	126.17	152	383.3	2002.4	1.08	93.1	24.04	0.3245	0.09527	17.82	0.919	0.3876	16.99	0.002147	0.02886	11.24	4.725	175.8	227.6	265.9	317.8	90.1	190.9
BELA18_5	2010	BELA	South	0.242700644	18	52.42	126.17	152	375.5	3003.5	1.05	88.8	15.73	0.2042	0.08365	16.66	2.889	0.1783	20.95	0.001786	0.02306	8.81	6.229	178.5	229.4	272.1	323	93.6	185.4
BELC18_1	2010	BELC	South	0.247887382	18	52.38	126.6	135	376.9	2342	1.06	86.2	NA	NA	0.11275	19.78	NA	NA	NA	NA	NA	NA	NA	168.6	219.8	271.9	323	103.3	178.4
BELC18_2	2010	BELC	South	0.246430987	18	52.38	126.6	135	428.4	2496.8	1.1	92.3	23.49	0.298	0.10236	17.95	-0.361	0.3755	18.61	0.002112	0.02678	11.13	4.545	174.8	227.6	270.1	323	95.4	193
BELC18_3	2010	BELC	South	0.239586867	18	52.38	126.6	135	426	3180.9	1	86.2	NA	NA	0.11559	17.44	NA	NA	NA	NA	NA	NA	NA	173.4	231.1	263.9	321.6	90.5	177.4
BELC18_4	2010	BELC	South	0.27507824	18	52.38	126.6	135	443.6	4514.8	1.17	75.4	20.08	0.1669	0.10489	19.99	0.939	0.2289	23.04	0.002282	0.01897	8.8	6.091	181.6	229	275.6	323	94	191.3
BELC18_5	2010	BELC	South	0.266718541	18	52.38	126.6	135	424.3	3505.8	1.22	78.3	NA	NA	0.1116	19.26	NA	NA	NA	NA	NA	NA	NA	181.4	228.5	275.9	323	94.5	221.2
CHKC19_1	2010	CHKC	South	0.25691824	19	51.73	127.32	67	400	2845.2	1.3	81.5	15.96	0.2149	0.09869	20.98	1.005	0.3103	24.88	0.00147	0.01979	10.86	3.693	142.5	221.5	241	320	98.5	187.2
CHKC19_2	2010	CHKC	South	0.265621931	19	51.73	127.32	67	385.3	2125.1	1.4	85.3	NA	NA	0.07627	20.2	NA	NA	NA	NA	NA	NA	NA	146.5	228.5	241	323	94.5	206.3
CHKC19_3	2010	CHKC	South	0.278245365	19	51.73	127.32	67	366.8	1708.8	1.22	91.9	17.17	0.1951	0.10234	19.24	1.041	0.2985	27.7	0.001574	0.01788	10.91	4.185	141.5	219.8	244.8	323	103.3	173
CHKC19_4	2010	CHKC	South	0.252320901	19	51.73	127.32	67	380.5	3331.1	1.09	75.7	NA	NA	0.10934	20.28	NA	NA	NA	NA	NA	NA	NA	154	226.8	248.3	321	94.3	169
CHKD19_1	2010	CHKD	South	0.263885622	19	51.77	127.2	79	432.5	2960.6	1.26	85.6	16.5	0.1514	0.11078	20.77	1.767	0.4329	30.67	0.001666	0.01528	9.91	2.865	162	226.8	256.3	321	94.3	205.7
CHKD19_2	2010	CHKD	South	0.250521459	19	51.77	127.2	79	414.8	2244.3	1.3	92.3	NA	NA	0.10242	18.86	NA	NA	NA	NA	NA	NA	NA	162.3	226.8	256.5	321	94.3	213
CHKD19_3	2010	CHKD	South	0.252163262	19	51.77	127.2	79	356.8	2203	1.1	79.1	NA	NA	0.09324	19.66	NA	NA	NA	NA	NA	NA	NA	145.3	218	248.3	321	103	161.5
CHKD19_4	2010	CHKD	South	0.262773004	19	51.77	127.2	79	312	1081.4	1.11	90.1	23.24	0.3102	0.1041	21.6	1.009	0.5193	23.43	0.001576	0.02103	14.75	3.493	148.8	219.8	251	322	102.3	164.7
CHKD19_5	2010	CHKD	South	0.267496953	19	51.77	127.2	79	367	2745.1	1.21	92.1	22.63	0.2351	0.09217	20.36	1.915	0.3396	21.17	0.002244	0.02332	10.08	4.857	134.3	212.5	241.8	320	107.5	171.5
MCHA19_3	2010	MCHA	South	0.248133133	19	51.63	126.68	70	391.3	3000.8	1.19	84.4	NA	NA	0.11266	19.43	NA	NA	NA	NA	NA	NA	NA	153.5	214.5	262	323	108.5	186.5
MCHA19_4	2010	MCHA	South	0.256303991	19	51.63	126.68	70	536	6936.3	1.41	76.3	17.64	0.1875	0.11492	18.76	1.013	0.2013	21.37	0.002171	0.02307	8.13	6.113	170.3	242.5	250.8	323	80.5	240.7
MCHA19_5	2010	MCHA	South	0.264027425	19	51.63	126.68	70	411	2645.1	1.1	83.8	16.08	0.195	0.09787	20.88	2.769	0.3306	24.05	0.001634	0.01982	9.84	3.646	162	230.3	254.8	323	92.8	178.5
MCHB19_1	2010	MCHB	South	0.25144176	19	51.62	126.58	122	485	3848.8	1.63	92.1	NA	NA	0.09459	19.87	NA	NA	NA	NA	NA	NA	NA	155.5	235.5	243	323	87.5	253.2
MCHB19_2	2010	MCHB	South	0.247061416	19	51.62	126.58	122	446.3	2597.1	1.57	108.8	21.51	0.2336	0.09967	19.26	2.345	0.3361	21.67	0.002187	0.02326	9.84	4.99	155.3	237.3	241	323	85.8	246.3
MCHB19_3	2010	MCHB	South	0.256089828	19	51.62	126.58	122	529.8	4660.6	1.38	93.4	NA	NA	0.10176	20.21	NA	NA	NA	NA	NA	NA	NA	171.5	249.5	245	323	73.5	236.5
MCHB19_4	2010	MCHB	South	0.256858412	19	51.62	126.58	122	417.5	2972.2	1.28	101.4	21.14	0.2445	0.09648	19.64	0.836	0.363	26.17	0.001617	0.0187	13.04	4.333	157.3	230.3	250	323	92.8	206.7
MCHB19_5	2010	MCHB	South	0.262262747	19	51.62	126.58	122	538.5	7778	1.41	75.7	NA	NA	0.09172	18.22	NA	NA	NA	NA	NA	NA	NA	174.3	249.5	247.8	323	73.5	248
ALAA20_1	2010	ALAA	South	0.249941888	20	50.98	126.12	0	480.5	3980.6	1.25	93.2	13.36	0.1815	0.10645	19.27	1.062	0.2427	26.28	0.001356	0.01842	9.85	3.86	167.3	243.4	245.9	322	78.6	211.6
ALAA20_2	2010	ALAA	South	0.266431674	20	50.98	126.12	0	523	5914	1.4	93.2	24.02	0.2398	0.10152	19.92	2.397	0.3653	21.86	0.002201	0.02197	10.91	4.839	176.3	242.5	256.8	323	80.5	250.7
ALAA20_3	2010	ALAA	South	0.251003605	20	50.98	126.12	0	472.6	3568.2	1.15	93.4	NA	NA	0.10766	19.47	NA	NA	NA	NA	NA	NA	NA	165.1	229.4	258.8	323	93.6	191
ALAA20_4	2010	ALAA	South	0.252345794	20	50.98	126.12	0	368.8	1733.1	1.14	92.3	14.61	0.1632	0.09055	20.23	-0.504	0.3289	31.4	0.001391	0.01544	10.6	3.331	156.8	234.6	243.6	321.5	86.9	179.2
