"prov_identifier","lat_prov","long_prov","elev_prov","MAT_prov","MSP100_prov","spring_event","fall_event","lat_garden","long_garden","elev_garden","year","MAT_garden","MSP100_garden","prov_continent","garden_continent","prov_garden_continent","species","species_type","garden_identifier","label","percentage","sd","distance_from_garden","earth_distance_from_garden","earth_distance_from_garden_min","spring_event_closest_prov","spring_event_difference","fall_event_closest_prov","fall_event_difference","MAT_diffo","species_garden","fitA_spring_lat_slope","fitA_spring_lat_intercept","Species","fitA_spring_lat_diffo_slope","fitA_spring_lat_diffo_intercept","fitA_fall_lat_diffo_slope","fitA_fall_lat_diffo_intercept","fitA_spring_mat_diffo_slope","fitA_spring_mat_diffo_intercept","fitA_fall_mat_diffo_slope","fitA_fall_mat_diffo_intercept","fitA_spring_mat_slope","fitA_spring_mat_intercept","fitC_spring_lat_slope","fitC_spring_lat_intercept","fitC_fall_lat_slope","fitC_fall_lat_intercept","doy","identifier","gdd_10yr_mean","fitD_spring_lat_slope","fitD_spring_lat_intercept","fitD_spring_mat_slope","fitD_spring_mat_intercept","fitA_spring_earth_distance_slope","fitA_spring_earth_distance_intercept","fitA_fall_earth_distance_slope","fitA_fall_earth_distance_intercept"
"prov2",49.63333333,-116.05,990,4.3,NA,104.071,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",83.87762287,5.348975063,1.15,271.1673211,9585.893913,94.357,-9.714,NA,NA,1.9,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,104,"prov2",167.287,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov3",50.06666667,-117.3833333,915,5,NA,96.929,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",83.01839527,5.217706992,0.71666666,163.9808325,9585.893913,94.357,-2.572,NA,NA,1.2,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,97,"prov3",121.202,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov4",51.36666667,-118.3,990,3.5,NA,108.071,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",40.65183177,5.641148654,0.58333334,100.768858,9585.893913,94.357,-13.714,NA,NA,2.7,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,108,"prov4",27.585,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov5",50.56666667,-118.8333333,850,5.1,NA,101.786,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",89.77994364,5.411173069,0.21666666,46.74812787,9585.893913,94.357,-7.429,NA,NA,1.1,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,102,"prov5",162.6615,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov6",50.76666667,-119.5333333,600,5.8,NA,94.357,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",75.10828607,5.526515823,0.01666666,9.585893913,9585.893913,94.357,0,NA,NA,0.4,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,94,"prov6",78.2765,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov7",50.81666667,-119.75,1250,3.8,NA,97.214,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",93.38920225,5.486133567,0.03333334,24.95171498,9585.893913,94.357,-2.857,NA,NA,2.4,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,97,"prov7",146.52,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov8",52.51666667,-122.4,760,4.7,NA,111.214,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",74.15951375,6.189762555,1.73333334,283.3369132,9585.893913,94.357,-16.857,NA,NA,1.5,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,111,"prov8",167.013,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov9",52.51666667,-121.5166667,830,3.8,NA,105.214,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",69.85597849,6.023658574,1.73333334,242.1629872,9585.893913,94.357,-10.857,NA,NA,2.4,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,105,"prov9",119.753,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov10",52.78333333,-122.2333333,760,4,NA,112.071,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",63.80406089,6.242550454,2,296.1769838,9585.893913,94.357,-17.714,NA,NA,2.2,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,112,"prov10",131.5525,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov11",53.78333333,-122.6333333,975,2.9,NA,108.643,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",71.76100491,6.574093327,3,400.0595373,9585.893913,94.357,-14.286,NA,NA,3.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,109,"prov11",143.067,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov12",53.91666667,-122.3666667,915,2.7,NA,111.214,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",60.81366674,6.62539656,3.13333334,402.9400488,9585.893913,94.357,-16.857,NA,NA,3.5,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,111,"prov12",107.856,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov13",54.1,-122.35,685,3.4,NA,110.357,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",68.46887782,6.76489902,3.31666667,419.9701266,9585.893913,94.357,-16,NA,NA,2.8,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,110,"prov13",132.637,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov14",54.13333333,-121.7833333,760,3.1,NA,107.214,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",68.15405189,6.902733149,3.35,406.3972621,9585.893913,94.357,-12.857,NA,NA,3.1,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,107,"prov14",113.6055,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov15",54.5,-128.5666667,70,6.5,NA,96.929,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",84.08216318,4.874249088,3.71666667,744.8053339,9585.893913,94.357,-2.572,NA,NA,0.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,97,"prov15",199.0265,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov16",54.7,-128.2666667,270,5.9,NA,101.786,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",35.32103673,5.243393707,3.91666667,739.7608805,9585.893913,94.357,-7.429,NA,NA,0.3,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,102,"prov16",55.9815,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov17",55.13333333,-127.7166667,350,5.5,NA,109.786,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",49.84886714,5.533374832,4.35,738.5235378,9585.893913,94.357,-15.429,NA,NA,0.7,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,110,"prov17",79.602,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov18",55.18333333,-127.7833333,480,4.1,NA,110.929,NA,50.78333333,-119.4,560,"1998",6.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","L","NA BETUPA Hawkins & Dhar 2012",72.62774876,5.503150195,4.4,745.2853447,9585.893913,94.357,-16.572,NA,NA,2.1,"Betula papyrifera L",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.923548376,60.01451214,NA,NA,111,"prov18",177.5745,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov1",49.25,-117.1666667,840,4.9,NA,110.726,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",75.19095466,4.962860542,4.5,631.4103167,6630.316388,115.855,5.129,NA,NA,0.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,111,"prov1",144.857,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov2",49.63333333,-116.05,990,4.3,NA,111.011,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",84.41051272,5.348975063,4.11666667,649.3244968,6630.316388,115.855,4.844,NA,NA,0.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,111,"prov2",212.4885,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov3",50.06666667,-117.3833333,915,5,NA,108.447,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",84.56219787,5.217706992,3.68333333,549.8515093,6630.316388,115.855,7.408,NA,NA,0.8,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,108,"prov3",180.998,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov4",51.36666667,-118.3,990,3.5,NA,114.715,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",53.66416221,5.641148654,2.38333333,399.9429357,6630.316388,115.855,1.14,NA,NA,0.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,115,"prov4",45.6115,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov5",50.56666667,-118.8333333,850,5.1,NA,110.726,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",83.84603576,5.411173069,3.18333333,442.6811855,6630.316388,115.855,5.129,NA,NA,0.9,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,111,"prov5",223.454,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov6",50.76666667,-119.5333333,600,5.8,NA,106.453,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",86.33317423,5.526515823,2.98333333,396.7041852,6630.316388,115.855,9.402,NA,NA,1.6,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,106,"prov6",129.2685,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov7",50.81666667,-119.75,1250,3.8,NA,106.168,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",80.55948153,5.486133567,2.93333333,384.012477,6630.316388,115.855,9.687,NA,NA,0.4,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,106,"prov7",202.1515,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov8",52.51666667,-122.4,760,4.7,NA,114.43,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",93.06076738,6.189762555,1.23333333,138.8824988,6630.316388,115.855,1.425,NA,NA,0.5,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,114,"prov8",186.7765,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov9",52.51666667,-121.5166667,830,3.8,NA,111.866,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",87.94503323,6.023658574,1.23333333,159.0227016,6630.316388,115.855,3.989,NA,NA,0.4,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,112,"prov9",156.6435,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov10",52.78333333,-122.2333333,760,4,NA,115.285,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",83.08924469,6.242550454,0.96666667,112.3105262,6630.316388,115.855,0.57,NA,NA,0.2,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,115,"prov10",148.399,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov11",53.78333333,-122.6333333,975,2.9,NA,115.855,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",94.88662728,6.574093327,0.03333333,6.630316388,6630.316388,115.855,0,NA,NA,1.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,116,"prov11",188.4265,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov12",53.91666667,-122.3666667,915,2.7,NA,114.715,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",79.89265973,6.62539656,0.16666667,29.58200746,6630.316388,115.855,1.14,NA,NA,1.5,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,115,"prov12",128.282,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov13",54.1,-122.35,685,3.4,NA,116.994,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",89.98075195,6.76489902,0.35,45.80165867,6630.316388,115.855,-1.139,NA,NA,0.8,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,117,"prov13",176.6735,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov14",54.13333333,-121.7833333,760,3.1,NA,116.425,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",88.81457727,6.902733149,0.38333333,74.6772847,6630.316388,115.855,-0.57,NA,NA,1.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,116,"prov14",167.563,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov15",54.5,-128.5666667,70,6.5,NA,109.872,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",75.84199831,4.874249088,0.75,391.3480611,6630.316388,115.855,5.983,NA,NA,2.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,110,"prov15",286.1335,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov16",54.7,-128.2666667,270,5.9,NA,111.866,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",48.31322104,5.243393707,0.95,376.992755,6630.316388,115.855,3.989,NA,NA,1.7,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,112,"prov16",70.119,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov17",55.13333333,-127.7166667,350,5.5,NA,116.709,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",66.06032442,5.533374832,1.38333333,358.9787917,6630.316388,115.855,-0.854,NA,NA,1.3,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,117,"prov17",106.341,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov18",55.18333333,-127.7833333,480,4.1,NA,117.849,NA,53.75,-122.7166667,630,"1998",4.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","M","NA BETUPA Hawkins & Dhar 2012",87.32850881,5.503150195,1.43333333,365.1004771,6630.316388,115.855,-1.994,NA,NA,0.1,"Betula papyrifera M",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,0.835263044,70.85565298,NA,NA,118,"prov18",224.6895,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov1",49.25,-117.1666667,840,4.9,NA,74.701,NA,48.48333333,-123.4,20,"1999",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",38.12701836,4.962860542,0.76666667,465.0575737,369815.3801,77.687,2.986,NA,NA,5.3,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,75,"prov1",29.4435,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
"prov2",49.63333333,-116.05,990,4.3,NA,78.881,NA,48.48333333,-123.4,20,"1999",10.2,NA,"North America","North America","same","Betula papyrifera","angiosperm","K","NA BETUPA Hawkins & Dhar 2012",49.63278737,5.348975063,1.15,551.9503919,369815.3801,77.687,-1.194,NA,NA,5.9,"Betula papyrifera K",0.842943718,57.00769479,"Betula papyrifera",-2.956691995,109.5327017,NA,NA,-5.055980969,115.9659647,NA,NA,-2.181199155,111.0103337,1.059174705,26.01148808,NA,NA,79,"prov2",60.369,-0.552546207,149.6870548,3.512540149,107.5060585,-0.026264690937911,112.226710773163,NA,NA
