prov_identifier,lat_prov,long_prov,elev_prov,MAT_prov,MSP100_prov,spring_event,fall_event,lat_garden,long_garden,elev_garden,year,MAT_garden,MSP100_garden,prov_continent,garden_continent,prov_garden_continent,species,species_type,garden_identifier,label,percentage,sd,distance_from_garden,distance_from_garden_min,spring_event_closest_prov,spring_event_difference
prov10,52.78333333,-122.2333333,760,4,NA,121.269,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,6.242550454,0.96666667,0.03333333,119.776,-1.493
prov11,53.78333333,-122.6333333,975,2.9,NA,119.776,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,6.574093327,0.03333333,0.03333333,119.776,0
prov12,53.91666667,-122.3666667,915,2.7,NA,117.985,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,6.62539656,0.16666667,0.03333333,119.776,1.791
prov13,54.1,-122.35,685,3.4,NA,119.179,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,6.76489902,0.35,0.03333333,119.776,0.597
prov14,54.13333333,-121.7833333,760,3.1,NA,120.075,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,6.902733149,0.38333333,0.03333333,119.776,-0.299
prov15,54.5,-128.5666667,70,6.5,NA,111.418,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,4.874249088,0.75,0.03333333,119.776,8.358
prov16,54.7,-128.2666667,270,5.9,NA,115.896,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,5.243393707,0.95,0.03333333,119.776,3.88
prov17,55.13333333,-127.7166667,350,5.5,NA,118.881,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,5.533374832,1.38333333,0.03333333,119.776,0.895
prov18,55.18333333,-127.7833333,480,4.1,NA,123.955,NA,53.75,-122.7166667,630,1999,4.2,NA,North America,North America,same,Betula papyrifera,angiosperm,T,NA BETUPA Hawkins & Dhar 2012 T,,5.503150195,1.43333333,0.03333333,119.776,-4.179
prov1,43.75,0.216666667,131,13.00833333,NA,101.646,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,89.58274577,3.759646059,0.98333333,0.98333333,101.646,0
prov2,43.21666667,0.733333333,259,12.125,NA,102.663,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,83.25660898,3.658092153,1.51666666,0.98333333,101.646,-1.017
prov3,43.25,0,387,10.925,NA,105.86,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,87.27659285,3.826391858,1.48333333,0.98333333,101.646,-4.214
prov4,43.11666667,0.533333333,422,11.75833333,NA,111.09,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,73.33178576,3.796006488,1.61666666,0.98333333,101.646,-9.444
prov5,42.91666667,0.033333333,803,2.4,NA,106.877,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,19.69484956,4.375312526,1.81666666,0.98333333,101.646,-5.231
prov6,42.9,0.433333333,841,5.291666667,NA,106.877,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,33.9270363,4.218414095,1.83333333,0.98333333,101.646,-5.231
prov7,42.88333333,0.416666667,1194,3.8,NA,108.184,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,29.52164808,4.434220352,1.85,0.98333333,101.646,-6.538
prov8,42.78333333,0.016666667,1235,2.4,NA,113.269,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,16.25659635,4.509393293,1.95,0.98333333,101.646,-11.623
prov9,42.88333333,0.4,1614,3.8,NA,108.329,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,29.52164808,4.434220352,1.85,0.98333333,101.646,-6.683
prov10,42.86666667,0.116666667,1630,3.941666667,NA,114.286,NA,44.73333333,0.766666667,172,2009,12.15833333,NA,Europe,Europe,same,Quercus petraea,angiosperm,U,EA QUEPET Alberto et al 2011 Garden U,12.15281986,4.566253742,1.86666666,0.98333333,101.646,-12.64
prov1,43.75,0.216666667,131,13.00833333,NA,101.418,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,93.81642338,3.759646059,0.81666667,0.81666667,101.418,0
prov2,43.21666667,0.733333333,259,12.125,NA,102.572,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,79.53038704,3.658092153,1.35,0.81666667,101.418,-1.154
prov3,43.25,0,387,10.925,NA,107.188,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,83.18601769,3.826391858,1.31666667,0.81666667,101.418,-5.77
prov4,43.11666667,0.533333333,422,11.75833333,NA,104.014,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,69.39382178,3.796006488,1.45,0.81666667,101.418,-2.596
prov5,42.91666667,0.033333333,803,2.4,NA,112.38,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,18.08314263,4.375312526,1.65,0.81666667,101.418,-10.962
prov6,42.9,0.433333333,841,5.291666667,NA,104.88,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,31.36740157,4.218414095,1.66666667,0.81666667,101.418,-3.462
prov7,42.88333333,0.416666667,1194,3.8,NA,107.332,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,27.24479016,4.434220352,1.68333334,0.81666667,101.418,-5.914
prov8,42.78333333,0.016666667,1235,2.4,NA,111.947,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,14.97428832,4.509393293,1.78333334,0.81666667,101.418,-10.529
prov9,42.88333333,0.4,1614,3.8,NA,110.793,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,27.24479016,4.434220352,1.68333334,0.81666667,101.418,-9.375
prov10,42.86666667,0.116666667,1630,3.941666667,NA,115.12,NA,44.56666667,0.266666667,23,2009,12.875,NA,Europe,Europe,same,Quercus petraea,angiosperm,V,EA QUEPET Alberto et al 2011 Garden V,11.17418104,4.566253742,1.7,0.81666667,101.418,-13.702
